selected,left,right,elapsed,,,
a_Co_B,a_An_B,a_Co_B,1.502,,,
a_Co_B,a_Co_B,a_Tr,1.601,,,
c_SpCo_R,c_Co_G,c_SpCo_R,6.689,,,
c_SpCo_R,c_An_R,c_SpCo_R,1.134,,,
c_Co_G,c_An_B,c_Co_G,1.251,,,
a_An_B,a_An_B,a_CC,2.686,,,
c_SpCo_B,c_Co_R,c_SpCo_B,1.768,,,
c_SpCo_B,c_An_B,c_SpCo_B,0.917,,,
c_Co_G,c_Co_R,c_Co_G,1.586,,,
c_An_B,c_An_B,c_An_G,0.967,,,
c_SpCo_B,c_SpCo_B,c_CC,1.585,,,
a_SpCo_B,a_Co_G,a_SpCo_B,2.135,,,
c_Tr,c_An_G,c_Tr,0.934,,,
a_SatL_G,a_SatH_G,a_SatL_G,3.186,,,
c_An_B,c_An_R,c_An_B,1.384,,,
a_An_R,a_An_R,a_An_G,1.185,,,
a_Tr,a_An_R,a_Tr,0.95,,,
c_SpCo_B,c_SpCo_B,c_SpCo_G,1.018,,,
c_An_R,c_An_R,c_An_G,1.451,,,
a_Co_B,a_Co_B,a_CC,1.267,,,
c_An_G,c_An_G,c_CC,1.703,,,
c_Tr,c_SpCo_R,c_Tr,1.234,,,
a_Tr,a_SpCo_G,a_Tr,2.853,,,
c_Cool,c_Warm,c_Cool,2.902,,,
c_Co_R,c_An_G,c_Co_R,1.485,,,
c_Tr,c_An_R,c_Tr,1.201,,,
a_SpCo_B,a_Co_R,a_SpCo_B,1.534,,,
a_SatH_B,a_SatH_B,a_SatL_B,1.585,,,
c_Tr,c_SpCo_B,c_Tr,1.084,,,
c_SpCo_B,c_Co_G,c_SpCo_B,0.867,,,
c_Co_B,c_Co_R,c_Co_B,0.951,,,
a_SpCo_G,a_SpCo_R,a_SpCo_G,1.686,,,
c_SatH_G,c_SatH_G,c_SatL_G,1.568,,,
a_SpCo_B,a_SpCo_B,a_CC,1.301,,,
a_An_B,a_An_B,a_An_G,1.968,,,
a_Co_R,a_An_G,a_Co_R,1.685,,,
a_An_R,a_An_R,a_SpCo_B,1.484,,,
a_CC,a_SpCo_R,a_CC,0.951,,,
c_SpCo_R,c_SpCo_R,c_SpCo_G,1.651,,,
a_SpCo_B,a_SpCo_B,a_SpCo_G,1.835,,,
a_Co_G,a_Co_G,a_SpCo_G,1.601,,,
a_Co_G,a_Co_R,a_Co_G,1.485,,,
c_An_B,c_An_B,c_SpCo_G,0.667,,,
c_SatH_R,c_SatH_R,c_SatL_R,1.436,,,
a_CC,a_An_G,a_CC,1.718,,,
c_Co_G,c_Co_G,c_CC,1.484,,,
a_SpCo_G,a_An_R,a_SpCo_G,0.951,,,
c_SpCo_B,c_An_R,c_SpCo_B,1.451,,,
a_SpCo_G,a_Co_R,a_SpCo_G,1.301,,,
a_Co_B,a_An_R,a_Co_B,0.851,,,
c_Co_B,c_Co_B,c_SpCo_R,0.734,,,
a_SpCo_R,a_An_G,a_SpCo_R,2.168,,,
a_SpCo_B,a_SpCo_B,a_Tr,1.451,,,
c_Co_B,c_An_G,c_Co_B,0.884,,,
c_SpCo_G,c_SpCo_G,c_CC,1.285,,,
a_Co_G,a_Co_G,a_SpCo_R,1.334,,,
a_CC,a_CC,a_Tr,3.754,,,
a_Tr,a_Co_G,a_Tr,1.151,,,
c_CC,c_Co_R,c_CC,1.201,,,
c_Co_B,c_Co_B,c_SpCo_B,0.901,,,
c_Co_B,c_An_R,c_Co_B,0.767,,,
c_Co_R,c_Co_R,c_SpCo_R,1.735,,,
a_Co_B,a_An_G,a_Co_B,1.051,,,
a_An_B,a_An_B,a_SpCo_R,0.934,,,
c_Tr,c_CC,c_Tr,1.151,,,
c_SpCo_B,c_An_G,c_SpCo_B,0.867,,,
c_An_R,c_An_R,c_CC,0.701,,,
a_CC,a_Co_G,a_CC,1.751,,,
a_Co_B,a_Co_R,a_Co_B,0.867,,,
a_Tr,a_An_G,a_Tr,1.336,,,
c_SpCo_R,c_SpCo_R,c_CC,0.951,,,
c_SatH_B,c_SatH_B,c_SatL_B,1.284,,,
c_Co_R,c_An_R,c_Co_R,1.051,,,
c_Co_B,c_An_B,c_Co_B,0.917,,,
c_SpCo_G,c_An_R,c_SpCo_G,1.451,,,
c_Co_B,c_Co_B,c_Co_G,0.718,,,
c_Cool,c_Cool,c_Warm,1.851,,,
a_SpCo_G,a_SpCo_G,a_An_G,2.002,,,
c_SpCo_G,c_SpCo_G,c_An_R,1.017,,,
a_Co_R,a_Co_R,a_An_G,1.101,,,
a_SpCo_B,a_SpCo_B,a_An_R,1.785,,,
a_SpCo_G,a_SpCo_G,a_Co_G,2.886,,,
a_An_R,a_An_G,a_An_R,0.918,,,
c_Co_G,c_Co_G,c_An_G,1.051,,,
a_Co_B,a_SpCo_R,a_Co_B,1.167,,,
c_SpCo_B,c_CC,c_SpCo_B,0.818,,,
a_SpCo_R,a_Tr,a_SpCo_R,1.301,,,
c_Co_B,c_Co_G,c_Co_B,0.9,,,
a_SpCo_G,a_CC,a_SpCo_G,1.018,,,
c_Co_B,c_Tr,c_Co_B,0.851,,,
a_Co_B,a_Co_B,a_An_R,1.067,,,
a_An_B,a_SpCo_R,a_An_B,1.435,,,
c_SatH_B,c_SatL_B,c_SatH_B,1.467,,,
c_SpCo_R,c_CC,c_SpCo_R,1.151,,,
c_SpCo_B,c_SpCo_G,c_SpCo_B,2.085,,,
a_An_R,a_Co_R,a_An_R,1.652,,,
a_An_R,a_CC,a_An_R,1.202,,,
a_Tr,a_Tr,a_Co_G,1.534,,,
c_Co_R,c_Co_R,c_An_B,1.351,,,
c_SpCo_R,c_SpCo_R,c_An_R,1.168,,,
a_An_B,a_CC,a_An_B,1.218,,,
a_Co_B,a_Co_B,a_An_G,0.917,,,
a_SatH_R,a_SatL_R,a_SatH_R,1.785,,,
a_Tr,a_Tr,a_SpCo_B,3.236,,,
c_Tr,c_Tr,c_An_B,1.234,,,
c_Co_B,c_Co_B,c_An_R,0.801,,,
c_Co_R,c_Co_R,c_An_G,0.884,,,
a_SpCo_G,a_SpCo_G,a_Co_R,1.451,,,
c_Tr,c_Tr,c_Co_R,1.568,,,
c_SatH_R,c_SatL_R,c_SatH_R,0.902,,,
a_An_B,a_Tr,a_An_B,1.434,,,
a_An_B,a_An_B,a_An_R,0.717,,,
c_Co_B,c_Co_B,c_An_G,0.718,,,
c_Tr,c_Tr,c_SpCo_B,0.717,,,
a_An_B,a_SpCo_G,a_An_B,1.001,,,
a_An_R,a_SpCo_G,a_An_R,1.317,,,
a_Tr,a_Tr,a_SpCo_G,1.218,,,
c_SpCo_B,c_SpCo_B,c_Co_R,1.651,,,
c_Co_R,c_Co_R,c_An_R,0.818,,,
c_SpCo_B,c_SpCo_B,c_An_R,0.6,,,
a_Co_B,a_CC,a_Co_B,0.851,,,
c_SpCo_B,c_SpCo_B,c_Co_G,0.684,,,
a_An_B,a_Co_G,a_An_B,1.201,,,
c_SpCo_B,c_SpCo_B,c_An_B,0.7,,,
c_Co_B,c_SpCo_G,c_Co_B,0.818,,,
a_SpCo_B,a_CC,a_SpCo_B,0.9,,,
a_Co_B,a_Co_B,a_An_B,1.636,,,
a_SpCo_B,a_SpCo_G,a_SpCo_B,1.384,,,
a_Co_B,a_Tr,a_Co_B,0.918,,,
c_Co_G,c_Co_G,c_Co_R,1.351,,,
c_SpCo_R,c_Tr,c_SpCo_R,1.418,,,
a_SatH_B,a_SatL_B,a_SatH_B,0.967,,,
c_SpCo_G,c_SpCo_G,c_Co_G,1.184,,,
c_SpCo_R,c_SpCo_R,c_Co_R,1.001,,,
c_SatH_G,c_SatL_G,c_SatH_G,1.034,,,
a_Co_B,a_SpCo_B,a_Co_B,1.935,,,
a_An_G,a_CC,a_An_G,0.768,,,
a_Tr,a_Tr,a_An_R,1.668,,,
c_SpCo_G,c_SpCo_G,c_An_B,1,,,
c_An_B,c_An_G,c_An_B,1.852,,,
a_An_B,a_Co_R,a_An_B,1.869,,,
a_SpCo_R,a_SpCo_B,a_SpCo_R,2.419,,,
c_SpCo_B,c_SpCo_B,c_An_G,0.884,,,
a_An_B,a_SpCo_B,a_An_B,0.967,,,
c_Tr,c_Tr,c_CC,0.684,,,
a_An_B,a_An_G,a_An_B,0.917,,,
c_SpCo_G,c_SpCo_G,c_Co_R,1.268,,,
c_An_B,c_CC,c_An_B,0.884,,,
c_SpCo_B,c_SpCo_B,c_SpCo_R,0.718,,,
a_An_R,a_SpCo_R,a_An_R,2.568,,,
a_SatH_G,a_SatL_G,a_SatH_G,1.184,,,
a_Co_R,a_Tr,a_Co_R,1.585,,,
c_Co_B,c_Co_B,c_Co_R,0.717,,,
c_Co_G,c_SpCo_R,c_Co_G,0.868,,,
c_Co_G,c_CC,c_Co_G,0.935,,,
c_Co_G,c_Co_G,c_An_R,0.667,,,
c_Co_B,c_Co_B,c_An_B,0.801,,,
a_Co_G,a_SpCo_R,a_Co_G,5.187,,,
c_Tr,c_Tr,c_An_R,0.801,,,
a_Co_R,a_Co_G,a_Co_R,1.284,,,
a_SpCo_B,a_SpCo_B,a_Co_G,1.401,,,
a_Co_B,a_SpCo_G,a_Co_B,0.768,,,
c_SpCo_G,c_SpCo_G,c_SpCo_R,1.301,,,
c_Tr,c_Tr,c_SpCo_G,0.717,,,
c_Co_G,c_Co_G,c_An_B,0.751,,,
c_An_R,c_An_G,c_An_R,0.667,,,
a_SpCo_R,a_SpCo_G,a_SpCo_R,1.201,,,
c_SpCo_R,c_SpCo_R,c_An_B,0.767,,,
c_Co_B,c_CC,c_Co_B,0.684,,,
c_SpCo_R,c_SpCo_R,c_An_G,0.601,,,
c_SpCo_G,c_CC,c_SpCo_G,0.618,,,
c_Co_R,c_CC,c_Co_R,0.617,,,
a_An_G,a_Co_G,a_An_G,1.034,,,
c_Tr,c_Tr,c_An_G,0.851,,,
c_Tr,c_Tr,c_Co_G,1.067,,,
a_Co_R,a_CC,a_Co_R,1.368,,,
a_An_R,a_Co_G,a_An_R,1.117,,,
c_SpCo_G,c_SpCo_G,c_An_G,0.751,,,
a_SpCo_R,a_CC,a_SpCo_R,0.884,,,
c_Co_B,c_SpCo_B,c_Co_B,1.568,,,
a_An_G,a_Tr,a_An_G,1.001,,,
c_An_G,c_CC,c_An_G,0.684,,,
a_Cool,a_Cool,a_Warm,1.751,,,
a_Co_B,a_Co_G,a_Co_B,0.834,,,
c_An_R,c_CC,c_An_R,0.901,,,
a_Co_G,a_CC,a_Co_G,0.934,,,
a_SpCo_R,a_SpCo_R,a_An_G,0.934,,,
a_Co_R,a_SpCo_R,a_Co_R,1.385,,,
c_Co_B,c_SpCo_R,c_Co_B,0.651,,,
a_Co_R,a_SpCo_B,a_Co_R,1.251,,,
a_Tr,a_Tr,a_CC,0.65,,,
a_SpCo_B,a_SpCo_B,a_An_G,1.418,,,
a_Co_B,a_Co_B,a_Co_R,0.768,,,
c_An_R,c_An_B,c_An_R,0.8,,,
c_Co_G,c_Co_R,c_Co_G,0,,,
a_An_B,a_An_B,a_Tr,6.389,,,
c_SpCo_B,c_SpCo_R,c_SpCo_B,3.552,,,
a_Tr,a_CC,a_Tr,1.385,,,
c_Co_B,c_An_G,c_Co_B,1.985,,,
a_Co_G,a_Co_G,a_CC,4.805,,,
a_Co_B,a_An_G,a_Co_B,1.601,,,
a_Tr,a_SpCo_B,a_Tr,2.452,,,
a_An_G,a_An_G,a_SpCo_B,4.136,,,
a_Co_G,a_Co_G,a_SpCo_R,5.355,,,
c_SpCo_G,c_An_G,c_SpCo_G,1.285,,,
c_SatL_G,c_SatH_G,c_SatL_G,3.937,,,
a_Tr,a_Co_B,a_Tr,4.32,,,
a_Co_R,a_Co_R,a_SpCo_B,1.768,,,
a_An_B,a_An_B,a_An_G,1.785,,,
a_Co_G,a_Co_B,a_Co_G,4.487,,,
a_SpCo_G,a_SpCo_G,a_Tr,2.019,,,
c_Co_B,c_Co_R,c_Co_B,1.585,,,
a_An_B,a_An_B,a_SpCo_B,3.869,,,
c_Co_G,c_Co_G,c_SpCo_R,1.752,,,
c_Co_R,c_An_G,c_Co_R,1.067,,,
a_Tr,a_An_G,a_Tr,1.685,,,
a_Co_B,a_An_R,a_Co_B,1.768,,,
c_Tr,c_Co_G,c_Tr,5.622,,,
c_SpCo_B,c_An_B,c_SpCo_B,1.335,,,
c_SpCo_R,c_SpCo_R,c_CC,0.984,,,
a_Co_R,a_An_B,a_Co_R,4.32,,,
c_SpCo_G,c_Co_R,c_SpCo_G,1.735,,,
c_SpCo_G,c_SpCo_R,c_SpCo_G,2.468,,,
a_An_R,a_An_R,a_An_B,4.921,,,
c_SpCo_R,c_An_G,c_SpCo_R,1.352,,,
c_SpCo_B,c_An_R,c_SpCo_B,1.485,,,
a_SpCo_R,a_SpCo_R,a_CC,1.284,,,
c_Co_R,c_Co_R,c_SpCo_R,3.72,,,
a_SpCo_R,a_An_B,a_SpCo_R,3.302,,,
c_An_R,c_An_R,c_SpCo_R,5.722,,,
c_Co_B,c_Co_B,c_SpCo_B,1.702,,,
a_Co_B,a_Co_B,a_CC,1.218,,,
a_SpCo_G,a_Co_B,a_SpCo_G,1.884,,,
a_An_R,a_An_R,a_SpCo_G,2.052,,,
a_SpCo_R,a_SpCo_R,a_Tr,7.723,,,
a_An_R,a_An_R,a_SpCo_R,8.491,,,
c_An_R,c_An_R,c_An_G,1.568,,,
c_SpCo_B,c_SpCo_B,c_CC,0.801,,,
a_An_R,a_An_R,a_Tr,2.051,,,
a_Tr,a_Co_R,a_Tr,1.685,,,
c_Co_B,c_Co_B,c_CC,1.351,,,
a_SpCo_G,a_SpCo_G,a_CC,1.868,,,
a_SatH_R,a_SatH_R,a_SatL_R,3.053,,,
c_Co_R,c_Co_R,c_CC,0.868,,,
c_Tr,c_CC,c_Tr,0.717,,,
c_SpCo_G,c_SpCo_G,c_Tr,1.352,,,
a_SpCo_B,a_SpCo_B,a_SpCo_G,4.853,,,
c_SatL_B,c_SatH_B,c_SatL_B,1.935,,,
c_Tr,c_SpCo_R,c_Tr,3.42,,,
c_Cool,c_Warm,c_Cool,1.851,,,
a_SpCo_G,a_An_G,a_SpCo_G,2.035,,,
c_Co_G,c_Co_G,c_CC,1.286,,,
c_Tr,c_An_B,c_Tr,1.334,,,
a_Co_G,a_Co_R,a_Co_G,5.071,,,
c_SpCo_G,c_SpCo_B,c_SpCo_G,1.568,,,
a_An_G,a_An_G,a_CC,1.518,,,
a_An_R,a_An_R,a_CC,1.501,,,
a_SpCo_G,a_SpCo_R,a_SpCo_G,3.002,,,
a_An_G,a_An_G,a_Co_R,2.069,,,
c_SatH_R,c_SatH_R,c_SatL_R,1.435,,,
c_An_R,c_An_R,c_CC,1.051,,,
c_Co_B,c_An_R,c_Co_B,1.084,,,
c_An_B,c_An_B,c_SpCo_R,2.419,,,
a_SpCo_G,a_Co_G,a_SpCo_G,1.468,,,
a_Cool,a_Warm,a_Cool,1.801,,,
c_SpCo_G,c_An_R,c_SpCo_G,2.202,,,
c_SpCo_G,c_An_B,c_SpCo_G,1.034,,,
a_An_R,a_An_R,a_Co_G,3.686,,,
a_Co_B,a_Co_R,a_Co_B,1.418,,,
c_An_B,c_An_B,c_Co_B,1.636,,,
a_Co_R,a_Co_R,a_CC,1.968,,,
a_SpCo_B,a_Co_G,a_SpCo_B,1.585,,,
c_Tr,c_Co_R,c_Tr,1.267,,,
c_An_B,c_An_B,c_CC,0.784,,,
a_Co_B,a_Co_B,a_SpCo_B,5.638,,,
a_SatL_B,a_SatH_B,a_SatL_B,1.218,,,
c_An_B,c_An_B,c_Co_G,0.967,,,
c_Tr,c_An_R,c_Tr,1.268,,,
a_SpCo_R,a_An_G,a_SpCo_R,3.921,,,
c_Co_B,c_Co_B,c_Co_G,1.217,,,
c_SpCo_G,c_SpCo_G,c_CC,0.684,,,
a_SpCo_B,a_SpCo_B,a_CC,0.801,,,
a_Co_B,a_An_B,a_Co_B,4.203,,,
c_An_B,c_An_B,c_An_G,0.784,,,
c_Co_R,c_An_R,c_Co_R,1.034,,,
c_An_G,c_An_G,c_Tr,0.751,,,
a_SpCo_G,a_An_B,a_SpCo_G,3.303,,,
c_Co_G,c_An_G,c_Co_G,1.217,,,
a_SpCo_G,a_Co_R,a_SpCo_G,1.034,,,
c_SpCo_G,c_Co_G,c_SpCo_G,1.086,,,
c_An_G,c_An_G,c_CC,0.667,,,
a_SpCo_R,a_Co_R,a_SpCo_R,1.218,,,
c_An_R,c_An_R,c_Co_G,2.135,,,
c_Co_B,c_Co_B,c_SpCo_G,0.817,,,
c_SpCo_B,c_SpCo_B,c_Tr,1.167,,,
a_An_R,a_An_R,a_An_G,1.318,,,
a_Co_G,a_An_G,a_Co_G,0.801,,,
a_An_B,a_An_B,a_CC,0.634,,,
a_Co_G,a_An_B,a_Co_G,0.717,,,
c_SpCo_B,c_Co_R,c_SpCo_B,2.335,,,
c_Co_G,c_Co_G,c_SpCo_B,0.884,,,
c_An_B,c_An_B,c_Co_R,1.185,,,
c_SpCo_B,c_An_G,c_SpCo_B,1.067,,,
c_An_B,c_An_R,c_An_B,1.334,,,
a_Co_B,a_Co_B,a_SpCo_R,2.053,,,
a_An_R,a_An_R,a_SpCo_B,1.051,,,
a_SpCo_R,a_SpCo_R,a_SpCo_B,2.335,,,
a_Co_R,a_An_R,a_Co_R,1.301,,,
a_SatH_G,a_SatH_G,a_SatL_G,1.068,,,
a_Tr,a_Co_G,a_Tr,0.984,,,
c_Co_B,c_Co_B,c_SpCo_R,0.801,,,
c_Co_B,c_Co_B,c_Tr,0.6,,,
c_An_B,c_An_B,c_An_R,1.168,,,
a_Co_B,a_Co_B,a_An_G,1.251,,,
a_An_B,a_Co_B,a_An_B,1.484,,,
c_Co_G,c_SpCo_R,c_Co_G,3.119,,,
a_SatH_R,a_SatL_R,a_SatH_R,1.169,,,
c_Tr,c_Tr,c_SpCo_R,1.484,,,
c_Tr,c_Tr,c_An_G,0.935,,,
c_Co_B,c_Co_B,c_An_G,0.85,,,
c_Co_B,c_SpCo_R,c_Co_B,0.617,,,
c_Co_B,c_Co_B,c_An_R,0.651,,,
a_An_R,a_Co_R,a_An_R,3.586,,,
a_SpCo_G,a_SpCo_G,a_Co_G,1.368,,,
a_Co_R,a_Co_G,a_Co_R,1.001,,,
c_An_B,c_An_G,c_An_B,0.817,,,
c_SpCo_R,c_SpCo_R,c_Co_R,1.401,,,
c_Co_B,c_Co_B,c_Co_R,0.751,,,
a_SpCo_G,a_SpCo_G,a_SpCo_B,0.951,,,
a_SpCo_R,a_SpCo_R,a_Co_B,1.567,,,
a_An_R,a_An_G,a_An_R,0.935,,,
a_Tr,a_Tr,a_SpCo_B,1.135,,,
c_SpCo_B,c_SpCo_B,c_Co_R,0.817,,,
c_An_B,c_Co_R,c_An_B,0.767,,,
a_Co_G,a_SpCo_R,a_Co_G,1.819,,,
c_Co_G,c_Co_G,c_An_R,0.733,,,
c_Co_B,c_SpCo_G,c_Co_B,0.768,,,
c_An_B,c_SpCo_G,c_An_B,0.917,,,
a_SpCo_B,a_SpCo_B,a_An_B,2.285,,,
c_Tr,c_Tr,c_SpCo_B,1.702,,,
a_An_R,a_SpCo_R,a_An_R,1.935,,,
a_Co_R,a_Co_B,a_Co_R,1.801,,,
a_SpCo_R,a_SpCo_R,a_An_G,2.152,,,
c_SpCo_G,c_SpCo_G,c_An_R,1.519,,,
c_SpCo_R,c_CC,c_SpCo_R,0.65,,,
a_SpCo_R,a_SpCo_B,a_SpCo_R,3.686,,,
a_Co_R,a_Co_R,a_An_G,0.718,,,
c_SpCo_B,c_SpCo_B,c_An_G,0.734,,,
a_Co_G,a_Co_G,a_An_G,0.95,,,
c_SpCo_R,c_SpCo_R,c_An_G,1.452,,,
a_SpCo_B,a_SpCo_B,a_An_G,1.301,,,
a_SatH_G,a_SatL_G,a_SatH_G,1.151,,,
a_Co_G,a_SpCo_B,a_Co_G,0.784,,,
a_SpCo_G,a_SpCo_G,a_SpCo_R,0.683,,,
a_Tr,a_Tr,a_SpCo_R,1.185,,,
c_An_B,c_Co_B,c_An_B,0.9,,,
a_SpCo_R,a_CC,a_SpCo_R,0.718,,,
c_SpCo_G,c_SpCo_G,c_SpCo_B,0.75,,,
a_SpCo_G,a_CC,a_SpCo_G,0.617,,,
c_An_B,c_SpCo_B,c_An_B,0.769,,,
a_An_B,a_CC,a_An_B,0.734,,,
c_SpCo_B,c_SpCo_B,c_SpCo_R,1.634,,,
a_SpCo_G,a_SpCo_G,a_An_R,1.401,,,
c_An_G,c_An_G,c_An_R,1.935,,,
c_SatL_R,c_SatL_R,c_SatH_R,1.101,,,
c_Co_B,c_CC,c_Co_B,0.684,,,
c_An_R,c_CC,c_An_R,0.817,,,
a_Tr,a_Tr,a_CC,0.718,,,
a_Co_G,a_Co_G,a_Co_B,1.301,,,
a_SpCo_B,a_CC,a_SpCo_B,0.834,,,
c_Tr,c_Tr,c_An_R,1.267,,,
a_SatH_B,a_SatL_B,a_SatH_B,0.934,,,
a_SpCo_B,a_SpCo_B,a_Co_B,3.67,,,
c_SpCo_G,c_SpCo_G,c_Co_G,1.269,,,
c_SpCo_G,c_CC,c_SpCo_G,0.65,,,
a_An_R,a_SpCo_B,a_An_R,2.419,,,
a_An_R,a_CC,a_An_R,0.817,,,
c_Co_G,c_Co_G,c_Co_R,2.019,,,
a_An_B,a_Tr,a_An_B,1.201,,,
c_Tr,c_Tr,c_CC,0.583,,,
c_An_G,c_SpCo_G,c_An_G,1.135,,,
a_Tr,a_Tr,a_An_R,1.451,,,
a_Co_R,a_SpCo_B,a_Co_R,1.267,,,
a_Co_G,a_Co_G,a_An_B,0.684,,,
a_Co_B,a_SpCo_G,a_Co_B,0.701,,,
c_SpCo_B,c_CC,c_SpCo_B,1.268,,,
a_An_B,a_SpCo_R,a_An_B,1.301,,,
a_Co_G,a_Co_G,a_An_R,0.967,,,
a_Co_B,a_Co_B,a_An_R,0.802,,,
c_An_G,c_Co_G,c_An_G,1.317,,,
c_Co_R,c_Co_R,c_An_G,1.018,,,
a_SpCo_G,a_SpCo_G,a_An_G,4.987,,,
c_SpCo_R,c_SpCo_R,c_An_R,1.602,,,
c_An_B,c_Tr,c_An_B,0.834,,,
c_SatL_G,c_SatL_G,c_SatH_G,0.85,,,
c_An_B,c_CC,c_An_B,0.668,,,
c_An_R,c_SpCo_B,c_An_R,1.718,,,
a_Co_R,a_CC,a_Co_R,0.917,,,
c_Co_B,c_Co_G,c_Co_B,1.318,,,
a_Tr,a_Tr,a_Co_G,3.52,,,
c_An_B,c_SpCo_R,c_An_B,1.084,,,
c_SpCo_G,c_SpCo_G,c_SpCo_R,0.968,,,
c_An_B,c_Co_G,c_An_B,0.75,,,
a_Co_B,a_Tr,a_Co_B,1.185,,,
a_SpCo_R,a_SpCo_R,a_Co_R,1.234,,,
c_SpCo_G,c_Tr,c_SpCo_G,1.084,,,
a_Tr,a_Tr,a_An_G,1.034,,,
a_SpCo_G,a_Tr,a_SpCo_G,0.718,,,
c_Tr,c_Tr,c_Co_R,1.251,,,
a_An_R,a_An_B,a_An_R,0.967,,,
c_Co_G,c_CC,c_Co_G,0.667,,,
a_Co_G,a_CC,a_Co_G,0.718,,,
a_An_B,a_SpCo_G,a_An_B,1.084,,,
a_Tr,a_Tr,a_Co_R,0.767,,,
c_Tr,c_Tr,c_Co_G,0.817,,,
c_An_R,c_Co_R,c_An_R,0.934,,,
c_SpCo_G,c_SpCo_G,c_Co_R,0.769,,,
c_An_G,c_CC,c_An_G,0.667,,,
c_Co_B,c_Tr,c_Co_B,0.967,,,
a_An_G,a_CC,a_An_G,1.435,,,
a_SpCo_G,a_SpCo_G,a_Co_R,1.117,,,
a_Warm,a_Cool,a_Warm,0.935,,,
a_An_B,a_An_G,a_An_B,1.267,,,
c_SpCo_B,c_SpCo_B,c_Co_G,1.268,,,
a_An_B,a_Co_R,a_An_B,1.001,,,
c_Co_R,c_CC,c_Co_R,0.65,,,
a_Co_B,a_CC,a_Co_B,0.617,,,
c_Cool,c_Cool,c_Warm,2.019,,,
c_Co_B,c_SpCo_B,c_Co_B,1.201,,,
c_SatL_B,c_SatL_B,c_SatH_B,0.9,,,
c_CC,c_Co_R,c_CC,0,,,
c_SpCo_R,c_An_R,c_SpCo_R,15.948,,,
c_SpCo_B,c_Co_R,c_SpCo_B,1.985,,,
a_CC,a_Co_G,a_CC,3.903,,,
c_SpCo_R,c_An_B,c_SpCo_R,2.819,,,
c_Co_B,c_Co_B,c_Co_G,2.418,,,
c_An_B,c_An_B,c_SpCo_G,3.254,,,
a_SpCo_G,a_Co_R,a_SpCo_G,9.174,,,
c_An_G,c_An_G,c_Co_G,4.353,,,
c_SpCo_B,c_An_R,c_SpCo_B,3.036,,,
a_CC,a_SpCo_R,a_CC,13.963,,,
a_SpCo_G,a_SpCo_G,a_Tr,3.302,,,
a_SatL_G,a_SatH_G,a_SatL_G,3.104,,,
a_An_G,a_An_G,a_Co_R,2.068,,,
a_An_B,a_An_B,a_An_G,5.271,,,
a_Co_B,a_An_R,a_Co_B,8.224,,,
c_An_G,c_An_G,c_Co_B,2.719,,,
a_SpCo_R,a_SpCo_R,a_Tr,9.358,,,
a_Warm,a_Warm,a_Cool,2.985,,,
c_SatL_R,c_SatH_R,c_SatL_R,1.535,,,
c_An_B,c_An_B,c_Co_B,9.075,,,
c_CC,c_Co_G,c_CC,3.703,,,
a_SpCo_B,a_Co_G,a_SpCo_B,1.668,,,
c_An_B,c_An_R,c_An_B,2.886,,,
a_SpCo_R,a_Co_G,a_SpCo_R,7.106,,,
a_Co_B,a_Co_R,a_Co_B,3.32,,,
c_CC,c_An_R,c_CC,2.051,,,
a_CC,a_Co_R,a_CC,3.42,,,
a_Co_R,a_Co_R,a_Co_G,6.739,,,
c_Tr,c_An_B,c_Tr,2.803,,,
a_Tr,a_Co_G,a_Tr,2.702,,,
c_An_R,c_An_R,c_Co_R,1.685,,,
c_CC,c_CC,c_Tr,1.668,,,
c_SpCo_B,c_Co_G,c_SpCo_B,3.102,,,
a_CC,a_An_B,a_CC,2.22,,,
c_Tr,c_SpCo_R,c_Tr,9.007,,,
c_An_G,c_An_G,c_SpCo_R,3.486,,,
c_Tr,c_Co_R,c_Tr,2.018,,,
c_An_R,c_An_R,c_Co_G,5.055,,,
c_Cool,c_Warm,c_Cool,2.319,,,
c_Co_R,c_Co_R,c_SpCo_R,4.437,,,
c_CC,c_SpCo_B,c_CC,4.787,,,
a_SpCo_B,a_Co_R,a_SpCo_B,4.621,,,
c_Co_B,c_Co_B,c_SpCo_G,2.402,,,
c_Co_B,c_Co_R,c_Co_B,5.455,,,
a_CC,a_Co_B,a_CC,1.501,,,
a_An_G,a_An_G,a_Tr,6.556,,,
c_An_G,c_An_G,c_CC,3.52,,,
c_SatL_B,c_SatH_B,c_SatL_B,1.768,,,
a_An_B,a_An_B,a_Co_G,3.019,,,
c_Co_R,c_Co_R,c_SpCo_G,4.403,,,
c_SpCo_R,c_Co_B,c_SpCo_R,2.769,,,
c_An_R,c_An_R,c_SpCo_G,5.172,,,
a_An_R,a_An_R,a_Tr,3.987,,,
c_Tr,c_SpCo_B,c_Tr,7.589,,,
c_An_G,c_An_R,c_An_G,1.985,,,
a_Co_B,a_Co_B,a_Tr,3.771,,,
c_CC,c_An_B,c_CC,25.721,,,
a_An_R,a_An_R,a_Co_R,9.359,,,
a_An_G,a_An_G,a_Co_G,17.515,,,
c_SpCo_G,c_Co_G,c_SpCo_G,2.919,,,
a_CC,a_SpCo_G,a_CC,2.202,,,
a_SpCo_B,a_An_G,a_SpCo_B,2.769,,,
c_CC,c_SpCo_R,c_CC,1.201,,,
c_SpCo_R,c_Co_G,c_SpCo_R,1.651,,,
